image_path,room_type,style
../data/raw\kitchen\industrial\kitchen_industrial_149.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_15.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_150.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_151.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_152.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_153.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_154.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_155.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_156.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_157.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_158.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_159.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_16.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_160.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_161.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_162.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_163.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_164.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_165.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_166.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_167.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_168.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_169.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_17.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_170.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_171.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_172.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_173.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_174.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_175.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_176.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_177.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_178.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_179.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_18.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_180.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_181.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_182.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_183.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_184.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_185.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_186.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_187.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_188.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_189.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_19.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_190.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_191.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_192.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_193.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_194.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_195.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_196.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_197.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_198.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_199.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_2.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_20.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_200.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_201.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_202.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_203.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_204.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_205.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_206.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_207.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_208.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_209.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_21.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_210.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_211.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_212.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_213.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_214.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_215.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_216.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_217.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_218.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_219.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_22.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_220.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_221.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_222.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_223.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_224.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_225.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_226.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_227.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_228.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_229.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_23.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_230.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_231.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_232.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_233.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_234.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_235.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_236.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_237.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_238.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_239.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_24.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_240.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_241.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_242.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_243.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_244.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_245.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_246.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_247.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_248.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_249.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_25.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_250.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_251.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_252.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_253.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_254.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_255.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_256.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_257.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_258.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_259.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_26.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_260.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_261.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_262.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_263.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_264.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_265.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_266.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_267.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_268.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_269.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_27.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_270.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_271.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_272.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_273.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_274.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_275.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_276.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_277.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_278.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_279.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_28.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_280.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_281.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_282.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_283.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_284.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_285.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_286.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_287.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_288.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_289.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_29.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_290.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_291.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_292.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_293.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_294.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_295.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_296.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_297.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_298.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_299.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_3.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_30.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_31.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_32.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_33.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_34.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_35.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_36.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_37.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_38.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_39.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_4.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_40.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_41.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_42.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_43.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_44.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_45.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_46.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_47.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_48.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_49.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_5.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_50.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_51.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_52.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_53.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_54.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_55.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_56.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_57.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_58.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_59.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_6.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_60.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_61.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_62.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_63.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_64.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_65.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_66.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_67.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_68.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_69.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_7.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_70.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_71.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_72.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_73.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_74.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_75.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_76.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_77.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_78.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_79.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_8.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_80.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_81.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_82.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_83.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_84.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_85.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_86.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_87.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_88.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_89.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_9.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_90.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_91.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_92.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_93.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_94.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_95.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_96.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_97.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_98.jpg,kitchen,industrial
../data/raw\kitchen\industrial\kitchen_industrial_99.jpg,kitchen,industrial
../data/raw\kitchen\minimalist\kitchen_minimalist_0.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_1.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_10.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_100.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_101.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_102.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_103.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_104.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_105.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_106.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_107.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_108.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_109.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_11.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_110.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_111.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_112.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_113.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_114.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_115.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_116.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_117.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_118.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_119.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_12.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_120.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_121.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_122.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_123.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_124.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_125.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_126.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_127.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_128.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_129.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_13.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_130.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_131.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_132.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_133.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_134.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_135.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_136.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_137.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_138.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_139.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_14.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_140.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_141.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_142.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_143.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_144.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_145.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_146.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_147.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_148.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_149.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_15.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_150.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_151.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_152.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_153.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_154.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_155.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_156.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_157.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_158.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_159.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_16.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_160.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_161.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_162.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_163.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_164.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_165.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_166.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_167.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_168.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_169.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_17.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_170.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_171.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_172.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_173.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_174.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_175.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_176.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_177.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_178.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_179.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_18.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_180.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_181.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_182.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_183.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_184.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_185.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_186.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_187.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_188.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_19.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_2.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_20.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_21.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_22.jpg,kitchen,minimalist
../data/raw\kitchen\minimalist\kitchen_minimalist_23.jpg,kitchen,minimalist
